,Date,Open,High,Low,Close Price,Volume
0,1980-12-12,0.09905775636434555,0.09948841836038883,0.09905775636434555,0.09905775636434555,469033600
1,1980-12-15,0.09432050936969287,0.09432050936969287,0.09388984739780426,0.09388984739780426,175884800
2,1980-12-16,0.08742916348362538,0.08742916348362538,0.08699850738048553,0.08699850738048553,105728000
3,1980-12-17,0.0891517847776413,0.08958244656044632,0.0891517847776413,0.0891517847776413,86441600
4,1980-12-18,0.09173653274774551,0.09216718886587395,0.09173653274774551,0.09173653274774551,73449600
5,1980-12-19,0.09733511507511139,0.097765777049892,0.09733511507511139,0.09733511507511139,48630400
6,1980-12-22,0.10207235813140869,0.10250379057839953,0.10207235813140869,0.10207235813140869,37363200
7,1980-12-23,0.10637972503900528,0.10681038699539808,0.10637972503900528,0.10637972503900528,46950400
8,1980-12-24,0.11197828501462936,0.11240894692888695,0.11197828501462936,0.11197828501462936,48003200
9,1980-12-26,0.12231487035751343,0.1227455322642567,0.12231487035751343,0.12231487035751343,55574400
10,1980-12-29,0.12403753399848938,0.12446819600076409,0.12403753399848938,0.12403753399848938,93161600
11,1980-12-30,0.12145359772021978,0.12145359772021978,0.12102294713258743,0.12102294713258743,68880000
12,1980-12-31,0.11800830417621308,0.11800830417621308,0.11757764220237732,0.11757764220237732,35750400
13,1981-01-02,0.1188696101307869,0.11973093403141387,0.1188696101307869,0.1188696101307869,21660800
14,1981-01-05,0.11671633972762029,0.11671633972762029,0.11628568917512894,0.11628568917512894,35728000
15,1981-01-06,0.11154759263905242,0.11154759263905242,0.1111169308423996,0.1111169308423996,45158400
16,1981-01-07,0.10681038699539808,0.10681038699539808,0.10637972503900528,0.10637972503900528,55686400
17,1981-01-08,0.10465708317371054,0.10465708317371054,0.10422643274068832,0.10422643274068832,39827200
18,1981-01-09,0.10982504487037659,0.11025570701178396,0.10982504487037659,0.10982504487037659,21504000
19,1981-01-12,0.10982500315321303,0.10982500315321303,0.10896369069814682,0.10896369069814682,23699200
20,1981-01-13,0.10551841909338118,0.10551841909338118,0.1050877571105957,0.1050877571105957,23049600
21,1981-01-14,0.1055183857679367,0.105949047614708,0.1055183857679367,0.1055183857679367,14291200
22,1981-01-15,0.10767171531915665,0.10853302776665455,0.10767171531915665,0.10767171531915665,14067200
23,1981-01-16,0.10724106788282711,0.10724106788282711,0.10681040585041046,0.10681040585041046,13395200
24,1981-01-19,0.11327027529478072,0.11370093727001578,0.11327027529478072,0.11327027529478073,41574400
25,1981-01-20,0.11025570701178396,0.11025570701178396,0.10982504487037659,0.10982504487037659,30083200
26,1981-01-21,0.11197828501462936,0.11283959734257268,0.11197828501462936,0.11197828501462936,15904000
27,1981-01-22,0.11327027529478072,0.11413159924525083,0.11327027529478072,0.11327027529478073,35548800
28,1981-01-23,0.1132702189916389,0.11370088075280525,0.11283955723047256,0.11283955723047256,11222400
29,1981-01-26,0.11154759263905242,0.11154759263905242,0.1111169308423996,0.1111169308423996,24640000
30,1981-01-27,0.11111700106594674,0.11111700106594674,0.11025568842887878,0.11025568842887878,23699200
31,1981-01-28,0.10724106788282711,0.10724106788282711,0.10681040585041046,0.10681040585041046,28156800
32,1981-01-29,0.10336510437539057,0.10336510437539057,0.10293444246053696,0.10293444246053696,43904000
33,1981-01-30,0.09819643902467262,0.09819643902467262,0.09733511507511139,0.09733511507511139,46188800
34,1981-02-02,0.09216718886587395,0.09216718886587395,0.09173653274774551,0.09173653274774551,23766400
35,1981-02-03,0.09518181532621384,0.0956124714924488,0.09518181532621384,0.09518181532621384,19152000
36,1981-02-04,0.09862709790468216,0.09905774836537613,0.09862709790468216,0.09862709790468216,27865600
37,1981-02-05,0.09862709790468216,0.09948841032664321,0.09862709790468216,0.09862709790468216,7929600
38,1981-02-06,0.09905775636434555,0.09948841836038883,0.09905775636434555,0.09905775636434555,13865600
39,1981-02-09,0.09475116559129476,0.09475116559129476,0.09388984739780426,0.09388984739780426,16755200
40,1981-02-10,0.09388984739780426,0.09432050936969287,0.09388984739780426,0.09388984739780426,18345600
41,1981-02-11,0.09130584949393837,0.09130584949393837,0.09087519347667694,0.09087519347667694,13843200
42,1981-02-12,0.09044457893130482,0.09044457893130482,0.09001314640045166,0.09001314640045166,14560000
43,1981-02-13,0.08872116481707183,0.08872116481707183,0.08785984665155411,0.08785984665155411,11155200
44,1981-02-17,0.09001314640045166,0.09044457893130482,0.09001314640045166,0.09001314640045166,12275200
45,1981-02-18,0.09388984739780426,0.09475116559129476,0.09388984739780426,0.09388984739780426,19241600
46,1981-02-19,0.08872114461933586,0.08872114461933586,0.08829048275947571,0.08829048275947571,22310400
47,1981-02-20,0.08398393153392221,0.08398393153392221,0.0835532695055008,0.0835532695055008,24371200
48,1981-02-23,0.08484520018100739,0.08527586198655222,0.08484520018100739,0.08484520018100739,14112000
49,1981-02-24,0.08269191635759253,0.08269191635759253,0.08183059841394424,0.08183059841394424,16979200
